survived,pclass,sex,age,sibsp,parch,fare,embarked,title,ticketHeader,ticketNumber,cabinLetter,cabinNumber,child,parent,othersAlive,othersDrown
1,3,female,,1,0,16.1,S,Mrs,NA,386525,NA,,0,0,0,0
1,3,male,3,1,1,15.9,S,Master,C,37671,NA,,1,0,1,0
0,3,male,42,0,0,8.6625,S,Mr,NA,315088,NA,,0,0,0,0
0,3,male,23,0,0,9.225,S,Mr,NA,7267,NA,,0,0,0,0
0,1,male,,0,0,35,S,Mr,NA,113510,C,128,0,0,0,0
0,3,male,15,1,1,7.2292,C,Mr,NA,2695,NA,,1,0,0,1
0,3,male,25,1,0,17.8,S,Mr,NA,349237,NA,,0,0,0,1
0,3,male,,0,0,7.225,C,Mr,NA,2647,NA,,0,0,0,0
0,3,male,28,0,0,9.5,S,Mr,NA,345783,NA,,0,0,0,0
1,1,female,22,0,1,55,S,Miss,NA,113505,E,33,1,0,1,0
0,2,female,38,0,0,13,S,Miss,NA,237671,NA,,0,0,0,0
1,3,female,,0,0,7.8792,Q,Miss,NA,330931,NA,,0,0,0,0
1,3,female,,0,0,7.8792,Q,Miss,NA,330980,NA,,0,0,0,0
0,3,male,40,1,4,27.9,S,Mr,NA,347088,NA,,0,1,0,5
0,2,male,29,1,0,27.7208,C,Mr,SCPARIS,2167,NA,,0,0,0,0
0,3,female,45,0,1,14.4542,C,Mrs,NA,2691,NA,,0,1,0,1
0,3,male,35,0,0,7.05,S,Mr,SOTON,3101310,NA,,0,0,0,0
0,3,male,,1,0,15.5,Q,Mr,NA,370365,NA,,0,0,1,0
0,3,male,30,0,0,7.25,S,Mr,C,7076,NA,,0,0,0,0
1,1,female,60,1,0,75.25,C,Mrs,NA,110813,D,37,0,0,0,0
1,3,female,,0,0,7.2292,C,Mrs,NA,2626,NA,,0,0,0,0
1,3,female,,0,0,7.75,Q,Miss,NA,14313,NA,,0,0,0,0
1,1,female,24,0,0,69.3,C,Mrs,P,17477,B,35,0,0,0,0
1,1,male,25,1,0,55.4417,C,Mr,NA,11765,E,50,0,0,0,0
0,3,male,18,1,0,6.4958,S,Mr,NA,3101267,NA,,0,0,0,0
0,3,male,19,0,0,8.05,S,Mr,NA,323951,NA,,0,0,0,0
0,1,male,22,0,0,135.6333,C,Mr,P,17760,C,99,0,0,0,0
0,3,female,3,3,1,21.075,S,Miss,NA,349909,NA,,1,0,0,3
1,1,female,,1,0,82.1708,C,Mrs,P,17604,NA,,0,0,0,1
1,3,female,22,0,0,7.25,S,Miss,C,7077,NA,,0,0,0,0
0,1,male,27,0,2,211.5,C,Mr,NA,113503,C,82,1,0,0,0
0,3,male,20,0,0,4.0125,C,Mr,NA,2648,NA,,0,0,0,0
0,3,male,19,0,0,7.775,S,Mr,NA,347069,NA,,0,0,0,0
1,1,female,42,0,0,227.525,C,Miss,P,17757,C,45,0,0,0,0
1,3,female,1,0,2,15.7417,C,Miss,NA,2653,NA,,1,0,1,0
0,3,male,32,0,0,7.925,S,Mr,SOTON,3101293,NA,,0,0,0,0
1,1,female,35,1,0,52,S,Mrs,NA,113789,NA,,0,0,0,1
0,3,male,,0,0,7.8958,S,Mr,NA,349227,NA,,0,0,0,0
0,2,male,18,0,0,73.5,S,Mr,S,14879,NA,,0,0,0,0
0,3,male,1,5,2,46.9,S,Master,C,2144,NA,,1,0,0,5
1,2,female,36,0,0,13,S,Miss,NA,27849,NA,,0,0,0,0
0,3,male,,0,0,7.7292,Q,Mr,NA,367655,NA,,0,0,0,0
1,2,female,17,0,0,12,C,Miss,S,1748,NA,,0,0,0,0
1,1,male,36,1,2,120,S,Mr,NA,113760,B,96,0,1,3,0
1,3,male,21,0,0,7.7958,S,Mr,NA,350034,NA,,0,0,0,0
0,3,male,28,2,0,7.925,S,Mr,NA,3101277,NA,,0,0,1,2
1,1,female,23,1,0,113.275,C,Miss,NA,35273,D,36,1,0,1,1
1,3,female,24,0,2,16.7,S,Mrs,P,9549,G,6,0,1,1,0
0,3,male,22,0,0,7.7958,S,Mr,NA,350052,NA,,0,0,0,0
0,3,female,31,0,0,7.8542,S,Miss,NA,350407,NA,,0,0,0,0
0,2,male,46,0,0,26,S,Mr,NA,28403,NA,,0,0,0,0
0,2,male,23,0,0,10.5,S,Dr,NA,244278,NA,,0,0,0,0
1,2,female,28,0,0,12.65,S,Mrs,NA,240929,NA,,0,0,0,0
1,3,male,39,0,0,7.925,S,Mr,SOTON,3101289,NA,,0,0,0,0
0,3,male,26,0,0,8.05,S,Mr,NA,341826,NA,,0,0,0,0
0,3,female,21,1,0,9.825,S,Miss,NA,4137,NA,,0,0,0,1
0,3,male,28,1,0,15.85,S,Mr,SOTON,3101279,NA,,0,0,1,0
0,3,female,20,0,0,8.6625,S,Miss,NA,315096,NA,,0,0,0,0
0,2,male,34,1,0,21,S,Mr,NA,28664,NA,,0,0,0,0
0,3,male,51,0,0,7.75,S,Mr,NA,347064,NA,,0,0,0,0
1,2,male,3,1,1,18.75,S,Master,NA,29106,NA,,1,0,3,1
0,3,male,21,0,0,7.775,S,Mr,NA,312992,NA,,0,0,0,0
0,3,female,,3,1,25.4667,S,Miss,NA,4133,NA,,1,0,0,3
0,3,male,,0,0,7.8958,S,Mr,NA,349222,NA,,0,0,0,0
0,3,male,,0,0,6.8583,Q,Mr,NA,394140,NA,,0,0,0,0
1,1,female,33,1,0,90,Q,Miss,NA,19928,C,78,0,0,0,1
0,2,male,,0,0,0,S,Mr,NA,239853,NA,,0,0,0,0
1,3,male,44,0,0,7.925,S,Mr,SOTON,3101269,NA,,0,0,0,0
0,3,female,,0,0,8.05,S,Mrs,NA,343095,NA,,0,0,0,0
1,2,female,34,1,1,32.5,S,Mrs,NA,28220,NA,,0,1,0,0
1,2,female,18,0,2,13,S,Miss,NA,250652,NA,,0,0,0,0
0,2,male,30,0,0,13,S,Mr,NA,28228,NA,,0,0,0,0
0,3,female,10,0,2,24.15,S,Miss,NA,345773,NA,,1,0,0,2
0,3,male,,0,0,7.8958,C,Mr,NA,349254,NA,,0,0,0,0
0,3,male,21,0,0,7.7333,Q,Mr,A,13032,NA,,0,0,0,0
0,3,male,29,0,0,7.875,S,Mr,NA,315082,NA,,0,0,0,0
0,3,female,28,1,1,14.4,S,Mrs,NA,347080,NA,,0,1,0,1
0,3,male,18,1,1,20.2125,S,Mr,NA,370129,NA,,1,0,0,1
0,3,male,,0,0,7.25,S,Mr,A,34244,NA,,0,0,0,0
1,2,female,28,1,0,26,S,Mrs,NA,2003,NA,,0,0,0,0
1,2,female,19,0,0,26,S,Miss,NA,250655,NA,,0,0,0,0
0,3,male,,0,0,7.75,Q,Mr,NA,364851,NA,,0,0,0,0
1,3,male,32,0,0,8.05,S,Mr,SOTON,392078,E,10,0,0,0,0
1,1,male,28,0,0,26.55,S,Mr,NA,110564,C,52,0,0,0,0
1,3,female,,1,0,16.1,S,Mrs,NA,376564,NA,,0,0,0,1
1,2,female,42,1,0,26,S,Mrs,S,3085,NA,,0,0,0,0
0,3,male,17,0,0,7.125,S,Mr,SOTON,3101274,NA,,0,0,0,0
0,1,male,50,1,0,55.9,S,Mr,NA,13507,E,44,0,0,1,0
1,1,female,14,1,2,120,S,Miss,NA,113760,B,98,1,0,3,0
0,3,female,21,2,2,34.375,S,Miss,W,6608,NA,,1,0,0,3
1,2,female,24,2,3,18.75,S,Mrs,NA,29106,NA,,1,1,3,1
0,1,male,64,1,4,263,S,Mr,NA,19950,C,27,0,1,2,1
0,2,male,31,0,0,10.5,S,Mr,C,18723,NA,,0,0,0,0
1,2,female,45,1,1,26.25,S,Mrs,F,13529,NA,,0,1,1,1
0,3,male,20,0,0,9.5,S,Mr,NA,345769,NA,,0,0,0,0
0,3,male,25,1,0,7.775,S,Mr,NA,347076,NA,,0,0,0,0
1,2,female,28,0,0,13,S,Miss,NA,230434,NA,,0,0,0,0
1,3,male,,0,0,8.1125,S,Mr,NA,65306,NA,,0,0,0,0
1,1,male,4,0,2,81.8583,S,Master,NA,33638,A,34,1,0,0,0
1,2,female,13,0,1,19.5,S,Miss,NA,250644,NA,,1,0,1,0
1,1,male,34,0,0,26.55,S,Mr,NA,113794,NA,,0,0,0,0
1,3,female,5,2,1,19.2583,C,Miss,NA,2666,NA,,1,0,3,0
1,1,male,52,0,0,30.5,S,Offr,NA,113786,C,104,0,0,0,0
0,2,male,36,1,2,27.75,S,Mr,C,34651,NA,,0,1,2,0
0,3,male,,1,0,19.9667,S,Mr,NA,65303,NA,,0,0,0,1
0,1,male,30,0,0,27.75,C,Mr,NA,113051,C,111,0,0,0,0
1,1,male,49,1,0,89.1042,C,Mr,NA,17453,C,92,0,0,1,0
0,3,male,,0,0,8.05,S,Mr,A,2817,NA,,0,0,0,0
1,3,male,29,0,0,7.8958,C,Mr,NA,349240,NA,,0,0,0,0
0,1,male,65,0,0,26.55,S,Mr,NA,13509,E,38,0,0,0,0
1,1,female,,1,0,51.8625,S,Mrs,NA,17464,D,21,0,0,0,0
1,2,female,50,0,0,10.5,S,Miss,F,13531,NA,,0,0,0,0
0,3,male,,0,0,7.75,Q,Mr,NA,371060,NA,,0,0,0,0
1,1,male,48,0,0,26.55,S,Mr,NA,19952,E,12,0,0,0,0
0,3,male,34,0,0,8.05,S,Mr,NA,364506,NA,,0,0,0,0
0,1,male,47,0,0,38.5,S,Mr,NA,111320,E,63,0,0,0,0
0,2,male,48,0,0,13,S,Mr,NA,234360,NA,,0,0,0,0
0,3,male,,0,0,8.05,S,Mr,A,2816,NA,,0,0,0,0
0,3,male,38,0,0,7.05,S,Mr,SOTON,3101306,NA,,0,0,0,0
0,2,male,,0,0,0,S,Mr,NA,239853,NA,,0,0,0,0
0,1,male,56,0,0,26.55,S,Mr,NA,113792,NA,,0,0,0,0
0,3,male,,0,0,7.725,Q,Mr,NA,36209,NA,,0,0,0,0
1,3,female,0.75,2,1,19.2583,C,Miss,NA,2666,NA,,1,0,3,0
0,3,male,,0,0,7.25,S,Mr,NA,323592,NA,,0,0,0,0
0,3,male,38,0,0,8.6625,S,Mr,NA,315089,NA,,0,0,0,0
1,2,female,33,1,2,27.75,S,Mrs,C,34651,NA,,0,1,1,1
1,2,female,23,0,0,13.7917,C,Mrs,S,541,D,,0,0,0,0
0,3,female,22,0,0,9.8375,S,Miss,NA,7553,NA,,0,0,0,0
0,1,male,,0,0,52,S,Mr,NA,110465,A,14,0,0,0,0
0,2,male,34,1,0,21,S,Mr,NA,31027,NA,,0,0,1,0
0,3,male,29,1,0,7.0458,S,Mr,NA,3460,NA,,0,0,0,1
0,3,male,22,0,0,7.5208,S,Mr,NA,350060,NA,,0,0,0,0
1,3,female,2,0,1,12.2875,S,Miss,NA,3101298,NA,,1,0,1,0
0,3,male,9,5,2,46.9,S,Master,C,2144,NA,,1,0,0,5
0,2,male,,0,0,0,S,Mr,NA,239854,NA,,0,0,0,0
0,3,male,50,0,0,8.05,S,Mr,A,3594,NA,,0,0,0,0
1,3,female,63,0,0,9.5875,S,Mrs,NA,4134,NA,,0,0,0,0
1,1,male,25,1,0,91.0792,C,Mr,NA,11967,B,49,0,0,1,0
0,3,female,,3,1,25.4667,S,Miss,NA,4133,NA,,1,0,0,3
1,1,female,35,1,0,90,S,Mrs,NA,19943,C,93,0,0,1,0
0,1,male,58,0,0,29.7,C,Mr,NA,11771,B,37,0,0,0,0
0,3,male,30,0,0,8.05,S,Mr,A,18509,NA,,0,0,0,0
1,3,male,9,1,1,15.9,S,Master,C,37671,NA,,1,0,1,0
0,3,male,,1,0,19.9667,S,Mr,NA,65304,NA,,0,0,0,1
0,3,male,21,0,0,7.25,S,Mr,SOTON,3101317,NA,,0,0,0,0
0,1,male,55,0,0,30.5,S,Mr,NA,113787,C,30,0,0,0,0
0,1,male,71,0,0,49.5042,C,Mr,P,17609,NA,,0,0,0,0
0,3,male,21,0,0,8.05,S,Mr,A,45380,NA,,0,0,0,0
0,3,male,,0,0,14.4583,C,Mr,NA,2627,NA,,0,0,0,0
1,1,female,54,1,0,78.2667,C,Miss,NA,36947,D,20,0,0,1,0
0,3,male,,0,0,15.1,S,Mr,C,6212,NA,,0,0,0,0
0,1,female,25,1,2,151.55,S,Mrs,NA,113781,C,26,0,1,1,1
0,3,male,24,0,0,7.7958,S,Mr,NA,350035,NA,,0,0,0,0
0,3,male,17,0,0,8.6625,S,Mr,NA,315086,NA,,0,0,0,0
0,3,female,21,0,0,7.75,Q,Miss,NA,364846,NA,,0,0,0,0
0,3,female,,0,0,7.6292,Q,Miss,NA,330909,NA,,0,0,0,0
0,3,female,37,0,0,9.5875,S,Miss,NA,4135,NA,,0,0,0,0
1,1,female,16,0,0,86.5,S,Miss,NA,110152,B,79,0,0,0,0
0,1,male,18,1,0,108.9,C,Mr,P,17758,C,65,0,0,1,0
1,2,female,33,0,2,26,S,Mrs,NA,26360,NA,,0,1,1,0
1,1,male,,0,0,26.55,S,Mr,NA,111427,NA,,0,0,0,0
0,3,male,28,0,0,22.525,S,Mr,C,4001,NA,,0,0,0,0
1,3,male,26,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
1,3,male,29,0,0,7.75,Q,Mr,NA,382651,NA,,0,0,0,0
0,3,male,,0,0,8.05,S,Mr,SOTON,3101316,NA,,0,0,0,0
1,1,male,36,0,0,26.2875,S,Mr,P,17473,E,25,0,0,0,0
1,1,female,54,1,0,59.4,C,Mrs,P,17603,NA,,0,0,0,0
0,3,male,24,0,0,7.4958,S,Mr,NA,349209,NA,,0,0,0,0
0,1,male,47,0,0,34.0208,S,Mr,NA,36967,D,46,0,0,0,0
1,2,female,34,0,0,10.5,S,Mrs,C,34260,F,33,0,0,0,0
0,3,male,,0,0,24.15,Q,Mr,NA,371110,NA,,0,0,0,0
1,2,female,36,1,0,26,S,Mrs,NA,226875,NA,,0,0,0,0
0,3,male,32,0,0,7.8958,S,Mr,NA,349242,NA,,0,0,0,0
1,1,female,30,0,0,93.5,S,Miss,NA,12749,B,73,0,0,0,0
0,3,male,22,0,0,7.8958,S,Mr,NA,349252,NA,,0,0,0,0
0,3,male,,0,0,7.225,C,Mr,NA,2624,NA,,0,0,0,0
1,1,female,44,0,1,57.9792,C,Mrs,NA,111361,B,18,0,1,1,0
0,3,male,,0,0,7.2292,C,Mr,NA,2700,NA,,0,0,0,0
0,3,male,40.5,0,0,7.75,Q,Mr,NA,367232,NA,,0,0,0,0
1,2,female,50,0,0,10.5,S,Miss,W,14258,NA,,0,0,0,0
0,1,male,,0,0,221.7792,S,Mr,P,17483,C,95,0,0,0,0
0,3,male,39,0,0,7.925,S,Mr,NA,3101296,NA,,0,0,0,0
0,2,male,23,2,1,11.5,S,Mr,NA,29104,NA,,1,0,4,0
1,2,female,2,1,1,26,S,Miss,NA,26360,NA,,1,0,1,0
0,3,male,,0,0,7.2292,C,Mr,NA,2641,NA,,0,0,0,0
0,3,male,17,1,1,7.2292,C,Mr,NA,2690,NA,,1,0,0,1
1,3,female,,0,2,22.3583,C,Mrs,NA,2668,NA,,0,1,1,0
0,3,female,30,0,0,8.6625,S,Miss,NA,315084,NA,,0,0,0,0
1,2,female,7,0,2,26.25,S,Miss,F,13529,NA,,1,0,1,1
0,1,male,45,0,0,26.55,S,Offr,NA,113050,B,38,0,0,0,0
1,1,female,30,0,0,106.425,C,Miss,P,17761,C,84,0,0,0,0
0,3,male,,0,0,14.5,S,Mr,NA,364498,NA,,0,0,0,0
1,1,female,22,0,2,49.5,C,Miss,NA,13568,B,39,1,0,1,0
1,1,female,36,0,2,71,S,Miss,W,5735,B,22,1,0,0,1
0,3,female,9,4,2,31.275,S,Miss,NA,347082,NA,,1,0,0,6
0,3,female,11,4,2,31.275,S,Miss,NA,347082,NA,,1,0,0,6
1,2,male,32,1,0,26,S,Mr,NA,2908,NA,,0,0,1,0
0,1,male,50,1,0,106.425,C,Mr,P,17761,C,86,0,0,0,0
0,1,male,64,0,0,26,S,Mr,NA,693,NA,,0,0,0,0
1,2,female,19,1,0,26,S,Mrs,NA,2908,NA,,0,0,1,0
1,2,male,,0,0,13.8625,C,Mr,SCPARIS,2146,NA,,0,0,0,0
0,3,male,33,1,1,20.525,S,Mr,NA,363291,NA,,0,1,2,0
1,2,male,8,1,1,36.75,S,Master,C,33112,NA,,1,0,0,1
1,1,male,17,0,2,110.8833,C,Mr,NA,17421,C,70,1,0,1,1
0,2,male,27,0,0,26,S,Mr,NA,244358,NA,,0,0,0,0
0,3,male,,0,0,7.8292,Q,Mr,NA,330979,NA,,0,0,0,0
1,3,male,22,0,0,7.225,C,Mr,NA,2620,NA,,0,0,0,0
1,3,female,22,0,0,7.775,S,Miss,NA,347085,NA,,0,0,0,0
0,1,male,62,0,0,26.55,S,Mr,NA,113807,NA,,0,0,0,0
1,1,female,48,1,0,39.6,C,Royal,NA,11755,A,16,0,0,1,0
0,1,male,,0,0,227.525,C,Mr,P,17757,C,64,0,0,0,0
1,1,female,39,1,1,79.65,S,Mrs,NA,110413,E,67,0,1,1,1
1,3,female,36,1,0,17.4,S,Mrs,NA,345572,NA,,0,0,0,0
0,3,male,,0,0,7.75,Q,Mr,NA,372622,NA,,0,0,0,0
0,3,male,40,0,0,7.8958,S,Mr,NA,349251,NA,,0,0,0,0
0,2,male,28,0,0,13.5,S,Mr,NA,218629,NA,,0,0,0,0
0,3,male,,0,0,8.05,S,Mr,SOTON,392082,NA,,0,0,0,0
0,3,female,,0,0,8.05,S,Miss,SOTON,392087,NA,,0,0,0,0
0,3,male,24,2,0,24.15,S,Mr,A,48871,NA,,0,0,0,0
0,3,male,19,0,0,7.8958,S,Mr,NA,349205,NA,,0,0,0,0
0,3,female,29,0,4,21.075,S,Mrs,NA,349909,NA,,0,1,0,3
0,3,male,,0,0,7.2292,C,Mr,NA,2686,NA,,0,0,0,0
1,3,male,32,0,0,7.8542,S,Mr,NA,350417,NA,,0,0,0,0
1,2,male,62,0,0,10.5,S,Mr,S,752,NA,,0,0,0,0
1,1,female,53,2,0,51.4792,S,Mrs,NA,11769,C,101,0,0,0,0
1,1,male,36,0,0,26.3875,S,Mr,P,17474,E,25,0,0,0,0
1,3,female,,0,0,7.75,Q,Miss,NA,14312,NA,,0,0,0,0
0,3,male,16,0,0,8.05,S,Mr,A,20589,NA,,0,0,0,0
0,3,male,19,0,0,14.5,S,Mr,NA,358585,NA,,0,0,0,0
1,2,female,34,0,0,13,S,Miss,NA,243880,NA,,0,0,0,0
1,1,female,39,1,0,55.9,S,Mrs,NA,13507,E,44,0,0,0,1
0,3,female,,1,0,14.4583,C,Mrs,NA,2689,NA,,0,0,0,0
1,3,male,32,0,0,7.925,S,Mr,SOTON,3101286,NA,,0,0,0,0
1,2,female,25,1,1,30,S,Miss,NA,237789,NA,,1,0,1,1
1,1,female,39,1,1,110.8833,C,Mrs,NA,17421,C,68,0,1,1,1
0,2,male,54,0,0,26,S,Mr,NA,28403,NA,,0,0,0,0
0,1,male,36,0,0,40.125,C,Mr,NA,13049,A,10,0,0,0,0
0,3,male,,0,0,8.7125,C,Mr,NA,3411,NA,,0,0,0,0
1,1,female,18,0,2,79.65,S,Miss,NA,110413,E,68,1,0,1,1
0,2,male,47,0,0,15,S,Mr,NA,237565,NA,,0,0,0,0
1,1,male,60,1,1,79.2,C,Mr,NA,13567,B,41,0,1,1,0
0,3,male,22,0,0,8.05,S,Mr,NA,14973,NA,,0,0,0,0
0,3,male,,0,0,8.05,S,Mr,A,3235,NA,,0,0,0,0
0,3,male,35,0,0,7.125,S,Mr,SOTON,3101273,NA,,0,0,0,0
1,1,female,52,1,0,78.2667,C,Mrs,NA,36947,D,20,0,0,1,0
0,3,male,47,0,0,7.25,S,Mr,A,3902,NA,,0,0,0,0
0,3,female,,0,2,7.75,Q,Miss,NA,364848,NA,,1,0,0,2
0,2,male,37,1,0,26,S,Mr,S,29037,NA,,0,0,0,0
0,3,male,36,1,1,24.15,S,Mr,NA,345773,NA,,0,1,0,2
1,2,female,,0,0,33,S,Miss,NA,248727,NA,,0,0,0,0
0,3,male,49,0,0,0,S,Mr,NA,0,NA,,0,0,0,0
0,3,male,,0,0,7.225,C,Mr,NA,2664,NA,,0,0,0,0
1,1,male,49,1,0,56.9292,C,Royal,P,17485,A,20,0,0,1,0
1,2,female,24,2,1,27,S,Mrs,NA,243847,NA,,1,0,1,1
0,3,male,,0,0,7.8958,S,Mr,NA,349214,NA,,0,0,0,0
0,1,male,,0,0,42.4,S,Mr,NA,113796,NA,,0,0,0,0
0,3,male,44,0,0,8.05,S,Mr,NA,364511,NA,,0,0,0,0
1,1,male,35,0,0,26.55,C,Mr,NA,111426,NA,,0,0,0,0
0,3,male,36,1,0,15.55,S,Mr,NA,349910,NA,,0,0,0,0
0,3,male,30,0,0,7.8958,S,Mr,NA,349246,NA,,0,0,0,0
1,1,male,27,0,0,30.5,S,Mr,NA,113804,NA,,0,0,0,0
1,2,female,22,1,2,41.5792,C,Mrs,SCPARIS,2123,NA,,0,1,1,1
1,1,female,40,0,0,153.4625,S,Miss,P,17582,C,125,0,0,0,0
0,3,female,39,1,5,31.275,S,Mrs,NA,347082,NA,,0,1,0,6
0,3,male,,0,0,7.05,S,Mr,SOTON,3101305,NA,,0,0,0,0
1,3,female,,1,0,15.5,Q,Miss,NA,367230,NA,,0,0,1,0
0,3,male,,0,0,7.75,Q,Mr,NA,370377,NA,,0,0,0,0
0,3,male,35,0,0,8.05,S,Mr,NA,364512,NA,,0,0,0,0
1,2,female,24,1,2,65,S,Miss,NA,220845,NA,,1,0,1,0
0,3,male,34,1,1,14.4,S,Mr,NA,347080,NA,,0,1,0,1
0,3,female,26,1,0,16.1,S,Mrs,A,3336,NA,,0,0,0,1
1,2,female,4,2,1,39,S,Miss,NA,230136,F,4,1,0,1,0
0,2,male,26,0,0,10.5,S,Mr,NA,31028,NA,,0,0,0,0
0,3,male,27,1,0,14.4542,C,Mr,NA,2659,NA,,0,0,1,0
1,1,male,42,1,0,52.5542,S,Mr,NA,11753,D,19,0,0,0,0
1,3,male,20,1,1,15.7417,C,Mr,NA,2653,NA,,0,1,1,0
0,3,male,21,0,0,7.8542,S,Mr,NA,350029,NA,,0,0,0,0
0,3,male,21,0,0,16.1,S,Mr,NA,54636,NA,,0,0,0,0
0,1,male,61,0,0,32.3208,S,Mr,NA,36963,D,50,0,0,0,0
0,2,male,57,0,0,12.35,Q,Rev,NA,219533,NA,,0,0,0,0
1,1,female,21,0,0,77.9583,S,Miss,NA,13502,D,9,0,0,0,0
0,3,male,26,0,0,7.8958,S,Mr,NA,349224,NA,,0,0,0,0
0,3,male,,0,0,7.7333,Q,Mr,NA,334912,NA,,0,0,0,0
1,1,male,80,0,0,30,S,Mr,NA,27042,A,23,0,0,0,0
0,3,male,51,0,0,7.0542,S,Mr,NA,347743,NA,,0,0,0,0
1,1,male,32,0,0,30.5,C,Dr,NA,13214,B,50,0,0,0,0
0,1,male,,0,0,0,S,Mr,NA,112052,NA,,0,0,0,0
0,3,female,9,3,2,27.9,S,Miss,NA,347088,NA,,1,0,0,5
1,2,female,28,0,0,13,S,Miss,NA,237668,NA,,0,0,0,0
0,3,male,32,0,0,7.925,S,Mr,SOTON,3101292,NA,,0,0,0,0
0,2,male,31,1,1,26.25,S,Mr,C,31921,NA,,0,1,2,0
0,3,female,41,0,5,39.6875,S,Mrs,NA,3101295,NA,,0,1,0,5
0,3,male,,1,0,16.1,S,Mr,NA,376564,NA,,0,0,1,0
0,3,male,20,0,0,7.8542,S,Mr,NA,350050,NA,,0,0,0,0
1,1,female,24,0,0,69.3,C,Miss,P,17477,B,35,0,0,0,0
0,3,female,2,3,2,27.9,S,Miss,NA,347088,NA,,1,0,0,5
1,3,male,,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
1,3,female,0.75,2,1,19.2583,C,Miss,NA,2666,NA,,1,0,3,0
1,1,male,48,1,0,76.7292,C,Mr,P,17572,D,33,0,0,1,0
0,3,male,19,0,0,7.8958,S,Mr,NA,349231,NA,,0,0,0,0
1,1,male,56,0,0,35.5,C,Offr,NA,13213,A,26,0,0,0,0
0,3,male,,0,0,7.55,S,Mr,S,751,NA,,0,0,0,0
1,3,female,23,0,0,7.55,S,Miss,C,2314,NA,,0,0,0,0
0,3,male,,0,0,7.8958,S,Mr,NA,349221,NA,,0,0,0,0
1,2,female,18,0,1,23,S,Miss,NA,231919,NA,,1,0,1,0
0,3,male,21,0,0,8.4333,S,Mr,NA,8475,NA,,0,0,0,0
1,3,female,,0,0,7.8292,Q,Miss,NA,330919,NA,,0,0,0,0
0,3,female,18,0,0,6.75,Q,Miss,NA,365226,NA,,0,0,0,0
0,2,male,24,2,0,73.5,S,Mr,S,14879,NA,,0,0,0,2
0,3,male,,0,0,7.8958,S,Mr,NA,349223,NA,,0,0,0,0
0,3,female,32,1,1,15.5,Q,Mrs,NA,364849,NA,,0,1,0,2
0,2,male,23,0,0,13,S,Mr,NA,29751,NA,,0,0,0,0
0,1,male,58,0,2,113.275,C,Mr,NA,35273,D,48,0,1,2,0
1,1,male,50,2,0,133.65,S,Dr,P,17611,D,42,0,0,1,0
0,3,male,40,0,0,7.225,C,Mr,NA,2623,NA,,0,0,0,0
0,1,male,47,0,0,25.5875,S,Mr,NA,5727,E,58,0,0,0,0
0,3,male,36,0,0,7.4958,S,Mr,NA,349210,NA,,0,0,0,0
1,3,male,20,1,0,7.925,S,Mr,SOTON,3101285,NA,,0,0,1,0
0,2,male,32,2,0,73.5,S,Mr,S,14879,NA,,0,0,0,2
0,2,male,25,0,0,13,S,Mr,NA,234686,NA,,0,0,0,0
0,3,male,,0,0,7.775,S,Mr,NA,312993,NA,,0,0,0,0
0,3,male,43,0,0,8.05,S,Mr,A,3536,NA,,0,0,0,0
1,1,female,,1,0,52,S,Mrs,NA,19996,C,126,0,0,1,0
1,2,female,40,1,1,39,S,Mrs,NA,29750,NA,,0,1,0,1
0,1,male,31,1,0,52,S,Mr,F,12750,B,71,0,0,1,0
0,2,male,70,0,0,10.5,S,Mr,C,24580,NA,,0,0,0,0
1,2,male,31,0,0,13,S,Mr,NA,244270,NA,,0,0,0,0
0,2,male,,0,0,0,S,Mr,NA,239856,NA,,0,0,0,0
0,3,male,18,0,0,7.775,S,Mr,NA,349912,NA,,0,0,0,0
0,3,male,24.5,0,0,8.05,S,Mr,NA,342826,NA,,0,0,0,0
1,3,female,18,0,0,9.8417,S,Miss,NA,4138,NA,,0,0,0,0
0,3,female,43,1,6,46.9,S,Mrs,C,2144,NA,,0,1,0,5
1,1,male,36,0,1,512.3292,C,Mr,P,17755,B,51,1,0,0,0
0,3,female,,0,0,8.1375,Q,Miss,NA,330935,NA,,0,0,0,0
1,1,male,27,0,0,76.7292,C,Mr,P,17572,D,49,0,0,0,0
0,3,male,20,0,0,9.225,S,Mr,NA,6563,NA,,0,0,0,0
0,3,male,14,5,2,46.9,S,Mr,C,2144,NA,,1,0,0,5
0,2,male,60,1,1,39,S,Mr,NA,29750,NA,,0,1,1,0
0,2,male,25,1,2,41.5792,C,Mr,SCPARIS,2123,NA,,0,1,2,0
0,3,male,14,4,1,39.6875,S,Mr,NA,3101295,NA,,1,0,0,5
0,3,male,19,0,0,10.1708,S,Mr,NA,349228,NA,,0,0,0,0
0,3,male,18,0,0,7.7958,S,Mr,NA,350036,NA,,0,0,0,0
1,1,female,15,0,1,211.3375,S,Miss,NA,24160,B,5,1,0,1,0
1,1,male,31,1,0,57,S,Mr,NA,17474,B,20,0,0,1,0
1,3,female,4,0,1,13.4167,C,Miss,NA,349256,NA,,1,0,0,0
1,3,male,,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
0,3,male,25,0,0,7.225,C,Mr,NA,2672,NA,,0,0,0,0
0,1,male,60,0,0,26.55,S,Offr,NA,113800,NA,,0,0,0,0
